"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 08:16:16 GMT 2024","Fri Apr 26 08:16:19 GMT 2024","3287","Suite","Test","NgMaven.NgMaven01.NgMavenTest","NgMaven.NgMaven01.NgMavenTest","test01","test01",""
