"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 08:24:48 GMT 2024","Fri Apr 26 08:24:53 GMT 2024","4913","Suite","Test","NgMaven.NgMaven01.NgMavenTest","NgMaven.NgMaven01.NgMavenTest","test01","test01",""
