"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 13:41:53 GMT 2024","Fri Apr 26 13:41:53 GMT 2024","4","Suite","Test","example.tests.NewTest","example.tests.NewTest","f","f",""
